Nom_fonction|Release_fonction|Prototype|Num_stc|Nom_module|Public|Reférence_spec_systéme|Reférence_spec_systéme_1|Reférence_spec_systéme_2|Reférence_spec_systéme_3|Fonction_à_supprimer|Validation|Export_part|Macro|function_description|MemSec
AC_EveRst_ACPresAcq|A|();|SCH.1|ACPRESACQ|1|PTS_DOC_6545428||||0|0|0|0|Fonction d'accroche à l'event AC_EveRst_ACPresAcq
Cf_EveRst_FlowMngClu_2|A|();|SCH3.4|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evenement de reset de la pedale d'embrayage|
Cf_EveRst_FlowMngDayCt|A|();|SCH3.5|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evenement reset pour le compteur|
Cf_EveRst_FlowMngGear|A|();|SCH3.6|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evenement reset de la fonction gear|
Cf_EveRst_FlowMngGmv|A|();|SCH3.7|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evenement reset pour la sous fonction GMV|
Cf_EveRst_FlowMngIf|C|();|SCH1.8|IFAIRSYSIGSYS|1|PTS_DOC_5076182||||0|0|0|0|Evénement reset du calculateur .|
Cf_EveRst_FlowMngOilPres|A|();|SCH3.8|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evenement reset pour la fonction pression huile|
Cf_EveRst_FlowMngPedPrss|A|();|SCH3.9|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evenement reset de la pedale de frein|
Cf_EveRst_FlowMngPwt|A|();|SCH4.1|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evenement reset de la fonction powertrain|
Cf_EveRst_FlowMngTqSel|A|();|SCH4.2|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evenement de reset de la fonction couple|
Cf_EveRst_FuPmp|A|();|SCH5.1|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evenement reset pour la fonction FuPmp|
Cf_EveRst_NoProd|A|();|SCH.1|NOPROD|1|V02 NT 10 01758||||0|0|0|0|Evénement RESET pour l' initialisation des  variables non produites
Cf_EveRst_TunCfg|E|();|SCH.1|TUNCFG|1|PTS_DOC_5304544||||0|1|0|0|Evénement reset du calculateur|
Cf_EveRxn552_FlowMng|C|();|SCH1.7|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evénement de réception de la trame 552.|
Cf_EveRxn552bis_FlowMng|B|();|SCH1.8|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evénement de réception de la trame 552bis|
Cf_EveTele_TunCfg|B|();|SCH.2|TUNCFG|1|PTS_DOC_5304544||||0|1|0|0|Evénement télécodage|
Cf_EveTele_TunCfg_FlowMng|B|();|SCH2.2|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evénement télécodage.|
Cf_EveTele_TunCfgIf|B|();|SCH6.2|IFAIRSYSIGSYS|1|PTS_DOC_5076182||||0|0|0|0|Evénement télécodage|
Cf_FuPmp_EveKOn_Mng|A|();|SCH5.2|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evénement associé au passage de clef OFF à clef ON|
Cf_FuPmp_EveStTR_Mng|A|();|SCH5.3|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Evénement correspondant au passage à 1 de la variable Moteur_tournant|
Cf_SdlFast_CtrlCfg|D|();|SCH.2|CTRLCFG|1|PTS_DOC_5068500||||0|0|0|0|Fast monitoring|
Cf_SdlFast_CtrlCfgIf|B|();|SCH7.7|IFAIRSYSIGSYS|1|PTS_DOC_5076182||||0|0|0|0|Moniteur rapide|
Cf_SdlFast_FlowMngAlt|A|();|SCH4.3|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler rapide pour l'alternateur|
Cf_SdlFast_FlowMngBatt|A|();|SCH4.4|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler rapide pour la tension batterie|
Cf_SdlFast_FlowMngBrk|A|();|SCH4.5|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler rapide pour la pedale de frein|
Cf_SdlFast_FlowMngBrkAsi|A|();|SCH4.6|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler rapide pour le mastervac|
Cf_SdlFast_FlowMngClu_1|A|();|SCH4.7|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Fast clutch monitoring|
Cf_SdlFast_FlowMngClu_2|A|();|SCH4.8|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Fast clutch monitoring|
Cf_SdlFast_FlowMngGear|A|();|SCH4.9|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler rapide de la fonction gear|
Cf_SdlFast_FlowMngIf|B|();|SCH16.1|IFAIRSYSIGSYS|1|PTS_DOC_5076182||||0|0|0|0|Scheduler rapide da la fonction FlowMng.|
Cf_SdlFast_FlowMngOilPres|A|();|SCH1.3|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler rapide pour la fonction pression huile|
Cf_SdlFast_FlowMngPedPrss|A|();|SCH4.10|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler rapide de la pedale de frein|
Cf_SdlFast_FlowMngPwt|A|();|SCH1.4|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler rapide de la fonction powertrain|
Cf_SdlFast_FuPmp|A|();|SCH5.4|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Moniteur rapide de la fonction pompe à essence|
Cf_SdlMid_FlowMngGmv|A|();|SCH1.10|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler moyen pour la sous fonction GMV|
Cf_SdlMid_FlowMngIf|B|();|SCH11.1|IFAIRSYSIGSYS|1|PTS_DOC_5076182||||0|0|0|0|Scheduler moyen da la fonction FlowMng .|
Cf_SdlMid_FlowMngTAir|A|();|SCH2.10|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler moyen pour la sous fonction TAie|
Cf_SdlMid_FlowMngTOil|A|();|SCH3.10|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Scheduler moyen pour la sous fonction TOil|
Cf_SdlSlow_FlowMng|D|();|SCH1.5|FLOWMNG|1|PTS_DOC_5068508||||0|0|0|0|Slow monitor of the FlowMng function|
Cf_SdlSlow_IfAirSys|A|();|SCH2.2|IFAIRSYSIGSYS|1|PTS_DOC_5076182||||0|0|0|0|Moniteur lent pour la fonction|
Cf_SdlSlow_NoProd|A|();|SCH.2|NOPROD|1|V02 NT 10 01758||||0|0|0|0|Evénement lent de mise à jour des variables non produites .
Cf_SdlSlow_TunCfg|B|();|SCH.3|TUNCFG|1|PTS_DOC_5304544||||0|1|0|0|Moniteur lent pour la fonction configuration moteur|
CHAADVMINUNLIM_vidASRReg|D|();|FCT1.8|CHAADVMINUNLIM|0|V02 NT 11 05440||||0|0|0|0|Cette fonction élabore la demande d’activation ASR sécuritaire lors de l’activation de l’ASR moteur.
CHAADVMINUNLIM_vidASRSecuReq|A|();|FCT1.6|CHAADVMINUNLIM|0|V02 NT 11 05440||||0|0|0|0|Fonction de demande d'activation d'ASR sécuritaire .
CHAADVMINUNLIM_vidESPReg|A|();|FCT1.7|CHAADVMINUNLIM|0|V02 NT 11 05440||||0|0|0|0|Demande d’activation d’ASR sécuritaire en contrôle de lacet
CHAADVMINUNLIM_vidEventMs|B|();|FCT1.3|CHAADVMINUNLIM|0|V02 NT 11 05440||||0|0|0|0|L’automate « EventSelc » permet de créer un événement à 10ms à partir d’un événement à 5ms.
CHAADVMINUNLIM_vidInit|A|();|FCT1.4|CHAADVMINUNLIM|0|V02 NT 11 05440||||0|0|0|0|Initialisation des sorties.
CHAADVMINUNLIM_vidInitOutput|B|();|FCT1.1|CHAADVMINUNLIM|0|V02 NT 11 05440||||0|0|0|0|Initialisation du timer.
CHAADVMINUNLIM_vidRearWheelSpeed|A|();|FCT1.5|CHAADVMINUNLIM|0|V02 NT 11 05440||||0|0|0|0|Cette fonction permet la production de la moyenne des vitesses des roues arrières, issues du CAN.
CHAADVMINUNLIM_vidRstSelc|A|();|FCT1.2|CHAADVMINUNLIM|0|V02 NT 11 05440||||0|0|0|0|Fonction reset EventSelc
CHATQAIRCORD_vidCalcConsigRegASR|F|();|FCT1.2|CHATQAIRCORD|0|PTS_DOC_5139605||||0|0|0|0|Cette fonction calcule la consigne de couple AIR lors de la régulation ASR et le nombre de cylindre autorisé à couper|
CHATQAIRCORD_vidEntryInit|F|();|SCH.1|CHATQAIRCORD|1|PTS_DOC_5139605||||0|0|0|0|Fonction d'accroche au Reset.|
CHATQAIRCORD_vidInitOutput|E|();|FCT1.1|CHATQAIRCORD|0|PTS_DOC_5139605||||0|0|0|0|Initialisation des variables de sortie.|
CKMNGIF_vidAcqui_duree_dent|A|();|FCT1.6|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|La durée dent est utilisée pour le calcul des angles de phasage des injections. Elle est calculée sur événement PMH, moteur  calé vers moteur tournant ou sur moteur synchro.
CKMNGIF_vidBdcTreatment|B|();|FCT3.5|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Fonction qui déclenche le  calcul du régime moteur au PMB .
CKMNGIF_vidCalcBdcEngSpd|D|();|FCT3.6|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Fonction de calcul du régime moteur au PMB
CKMNGIF_vidCountPmh|C|();|FCT2.3|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Le compteur_de_pmh est incrémenté à chaque événement PMH.
CKMNGIF_vidDiagEngFail|E|();|FCT3.1|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Fonction de diagnostic de deux pannes sur le régime moteur : Panne Régime trop haut et Panne  Accélération  trop  forte
CKMNGIF_vidEnginePeriodFind|H|();|FCT2.5|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Le LdB fournit au LdA le compteur de PMH phasé et modulo le nombre de cylindres
CKMNGIF_vidEnginePeriodMeasure|F|();|FCT2.4|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Le LdA récupère du LdB la valeur de la période moteur tous les événements PMH. dans le cas du 1er PMH, le LdB évalue la période moteur à partir de la durée dent.
CKMNGIF_vidEngineRotDetection|B|();|FCT1.4|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Mettre la variable Sync_bRotDetEng à 1
CKMNGIF_vidEngineRotNoDetection|B|();|FCT1.5|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Mettre la variable Sync_bRotDetEng à 0
CKMNGIF_vidEngineSpeedCalc|H|();|FCT2.7|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|A chaque point mort haut combustion, l'applicatif réceptionne la période moteur qui est  convertie ensuite en régime moteur.
CKMNGIF_vidEngineSpeedDerivCalc|B|();|FCT2.9|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Cette fonction permet de calculer Engine_speed_derivate et Ext_aEng
CKMNGIF_vidFiltEngineSpeedCalc|C|();|FCT2.8|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Fonction qui produit le régime moteur filtré
CKMNGIF_vidInitOutput|I|();|FCT1.1|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|La recherche de la singularité de la roue dentée par le composant LDB CRKHAL doit être activée au reset
CKMNGIF_vidNoExCyl|G|();|FCT3.4|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Ce bloc permet de produire, à récurrence temporelle et moteur synchronisé, les informations « numéro du cylindre en phase d’échappement » et « numéro du prochain cylindre en phase d’échappement ».
CKMNGIF_vidPeriodeCyl|F|();|FCT2.6|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Fonction qui permet de fournir le numéro du cylindre en phase de compression et admission
CKMNGIF_vidPhaseCylEch|C|();|FCT3.2|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Fonction permettant  d'obtenir la position angulaire du vilebrequin
CKMNGIF_vidRunToStall|F|();|FCT1.2|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Initialisation des sorties sur passage de l'etat tournant cale
CKMNGIF_vidStallToRun|D|();|FCT1.3|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Initialisation des sorties sur passage de l'etat cale tournant
CKMNGIF_vidSynchroFound|G|();|FCT2.1|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Fonction qui permet la reconnaissance  tardive  d'un  calage moteur  par  la  clé
CKMNGIF_vidTDCTreatment|D|();|FCT2.2|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Fonction de traitement PMH
CKMNGIF_vidToothCylEch|F|();|FCT3.3|CKMNGIF|0|PTS_DOC_6884590||||0|0|0|0|Une fois le moteur synchronisé, le LdA fait un appel au LdB via l’API CRKHAL pour obtenir la position angulaire du vilebrequin dont la référence (0 °Vil) est pour  rappel à l’événement PMH du cylindre 1
CLCNFISAGAIN_vidAllowedWrite|E|();|FCT1.3|CLCNFISAGAIN|0|V02 NT 08 04650||||0|0|0|0|La valeur de FISA_facAdp est stockée en mémoire non volatile au powerlatch si l'autorisation de sauvegarde est donnée par le superviseur (FISA_bAuthSave à 1
CLCNFISAGAIN_vidCalculCoeff|D|();|FCT1.2|CLCNFISAGAIN|0|V02 NT 08 04650||||0|0|0|0|Cette fonction permet le calcul des corrections strictement nécessaires aux réglages de bases d’enrichissements au démarrage, post démarrage et réchauffage moteur à partir de la valeur du coefficient de qualité carburant calculé au sein de FISA.
CLCNFISAGAIN_vidEntryInit|A|();|SCH.1|CLCNFISAGAIN|1|V02 NT 08 04650||||0|0|0|0|Evennement d'initialisation.
CLCNFISAGAIN_vidInitOutput|D|();|FCT1.1|CLCNFISAGAIN|0|V02 NT 08 04650||||0|0|0|0|Initialisation des sorrties.
Clu_EveCrTR_CluSwtDiag|A|();|SCH.3|CLUSWTDIAG|1|V02 NT 08 04680||||0|0|0|0|Evènement Crank To Run|
Clu_EveKOn_CluSwtDiag|A|();|SCH.2|CLUSWTDIAG|1|V02 NT 08 04680||||0|0|0|0|Evénement associé au passge de clef OFF à clef ON|
Clu_EveRst_CluPed|F|();|SCH.1|ACQCLUPED|1|PTS_DOC_6509293||||0|0|0|0|Evénement reset du calculateur|
Clu_EveRst_CluPedFreqAcq|E|();|SCH.1|CLUPEDFREQACQ|1|PTS_DOC_6562175||||0|0|0|0|Evénement reset du calculateur
Clu_EveRst_CluPedFreqAcqPwd|A|();|SCH.2|ACQPWD|1|PTS_DOC_6717056||||0|0|0|0|Evénement reset.
Clu_EveRst_CluSwtDiag|A|();|SCH.1|CLUSWTDIAG|1|V02 NT 08 04680||||0|0|0|0|Evénement reset du calculateur|
Clu_SdlFast_AcqnCluPed|E|();|SCH.2|ACQCLUPED|1|PTS_DOC_6509293||||0|0|0|0|Moniteur d'acquisition de l'embrayage|
Clu_SdlFast_AcqnCluPedDio|A|();|SCH3.3|ACQCMDDIO|1|PTS_DOC_6509298||||0|0|0|0|Moniteur d'acquisition de l'embrayage.
Clu_SdlFast_CluPedFreqAcq|D|();|SCH.2|CLUPEDFREQACQ|1|PTS_DOC_6562175||||0|0|0|0|Fonction d'accroche moniteur Clu_SdlFast_CluPedFreqAcq
Clu_SdlFast_CluPedFreqAcqPwd|A|();|SCH.3|ACQPWD|1|PTS_DOC_6717056||||0|0|0|0|Moniteur rapide.
Clu_SdlMid_CluSwtDiag|A|();|SCH.4|CLUSWTDIAG|1|V02 NT 08 04680||||0|0|0|0|Moniteur moyen du diagnostic switch embrayage|
Clu_SdlSfty_rCluPedPrssMes|C|();|SCH.3|CLUPEDFREQACQ|1|PTS_DOC_6562175||||0|0|0|0|Fonction d'accrochage moniteur Clu_SdlSfty_rCluPedPrssMes.
Clu_SdlSlow_CluSwtDiag|B|();|SCH.5|CLUSWTDIAG|1|V02 NT 08 04680||||0|0|0|0|Moniteur lent du diagnostic switch embrayage|
CLUPEDFREQACQ_vidAcvCall|C|();|FCT1.5|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Fonction  qui fait appel aux fonctions dont l'occurrence est Clu_SdlMid_CluPedFreqAcq et actives quand FlowMng_bCluPropSnsrEna = 1.
CLUPEDFREQACQ_vidCluPedAcq|E|();|FCT1.2|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|L’acquisition du signal est réalisée de façon temporelle, conformément à l’exigence cliente et débutera dès le réveil du calculateur.
CLUPEDFREQACQ_vidCluPedDiag|B|();|FCT1.3|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Ce bloc énumère les différents court circuits ( à la masse, au plus) et les gradients qui engendrent un défaut sur le capteur d’embrayage. Les critères de diagnostics ne sont pas évalués si les conditions de diagnostics ne sont pas présentes.
CLUPEDFREQACQ_vidCluPedLnr|B|();|FCT2.3|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Linéarisation et saturation de l'information pédale d'embrayage proportionnelle
CLUPEDFREQACQ_vidCluPedSel|B|();|FCT1.4|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Ce bloc permet de mesurer l'enfoncement pédale d'embrayage acquis par le CMM.
CLUPEDFREQACQ_vidDiagFreq|B|();|FCT1.7|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Ce bloc énumère les différents court circuits ( à la masse, au plus) et les gradients qui engendrent un défaut sur le capteur d’embrayage.
CLUPEDFREQACQ_vidDiagGrad|B|();|FCT1.8|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Ce bloc énumère les différents court circuits ( à la masse, au plus) et les gradients qui engendrent un défaut sur le capteur d’embrayage.
CLUPEDFREQACQ_vidDiagnosticniv2|C|();|FCT2.2|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Les diagnostics de niveau 2 sont ajoutés pour sécuriser le diagnostic
CLUPEDFREQACQ_vidGDUFreq|C|();|FCT1.9|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Ce bloc définit les appels au GDU pour les défauts de type court circuit
CLUPEDFREQACQ_vidGDUGrad|C|();|FCT2.1|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Ce bloc définit les appels au GDU pour les défauts de type gradient
CLUPEDFREQACQ_vidInit|E|();|FCT1.1|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Ce bloc permet d’initialiser la position embrayage au key-on quand le capteur n’est pas encore fonctionnel.
CLUPEDFREQACQ_vidOSCallAcv|C|();|FCT1.6|CLUPEDFREQACQ|0|PTS_DOC_6562175||||0|0|0|0|Fonction  qui fait appel aux fonctions dont l'occurrence est Clu_SdlMid_CluPedFreqAcq
CLUPEDPOSNDIAG_vidActiv_diag|B|();|FCT1.2|CLUPEDPOSNDIAG|0|PTS_DOC_5050499||||0|0|0|0|Cette fonction permet de déterminer si la surveillance de l’embrayage doit être active ou non.|
CLUPEDPOSNDIAG_vidCompteur|D|();|FCT1.7|CLUPEDPOSNDIAG|0|PTS_DOC_5050499||||0|0|0|0|Lorsqu’un dysfonctionnement est détecté, un compteur est incrémenté  Le pas d’incrémentation est  différent selon le dysfonctionnement  activé.La décrémentation est effectuée si le compteur reste inchangé pendant un cycle de test.|
CLUPEDPOSNDIAG_vidCondIncDecCnt|D|();|FCT1.6|CLUPEDPOSNDIAG|0|PTS_DOC_5050499||||0|0|0|0|cette fonction permet la commutation entre l'incrémentation et la décrémentation du compteur: incrémentation lors de la détéction d'un dysfonctionnment et décrémentation si le compteur reste inchangé pendant tout un cycle de conduite.|
CLUPEDPOSNDIAG_vidCycle_de_tests|D|();|FCT1.3|CLUPEDPOSNDIAG|0|PTS_DOC_5050499||||0|0|0|0|La  fonction  cycle_de_tests  détermine  si  l’utilisateur  a  fait  un  cycle  de  conduite  suffisament  complet afin de pouvoir effectuer certaines vérifications.|
CLUPEDPOSNDIAG_vidDetect_dysfcts|F|();|FCT1.4|CLUPEDPOSNDIAG|0|PTS_DOC_5050499||||0|0|0|0|La fonction detection_dysfonctionnements effectue la surveillance proprement dite  de  la position embrayage.|
CLUPEDPOSNDIAG_vidDetectionMvt|F|();|FCT1.5|CLUPEDPOSNDIAG|0|PTS_DOC_5050499||||0|0|0|0|Cette fonction permet la détection d' un dysfonctionnement du capteur continu d'embrayage suite à une absence de mouvement de la pédale d'embrayage pendant un cycle de conduite|
CLUPEDPOSNDIAG_vidEntry_100ms|F|();|SCH.2|CLUPEDPOSNDIAG|1|PTS_DOC_5050499||||0|0|0|0|Scheduler 100 ms|
CLUPEDPOSNDIAG_vidEntryInit|B|();|SCH.1|CLUPEDPOSNDIAG|1|PTS_DOC_5050499||||0|0|0|0|Scheduler Reset|
CLUPEDPOSNDIAG_vidInitOutput|B|();|FCT1.1|CLUPEDPOSNDIAG|0|PTS_DOC_5050499||||0|0|0|0|Fonction qui fait l'initialisation des sorties|
CLUSWTDIAG_vidCounter|A|();|FCT1.7|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|L’autorisation de diagnostic monte sur un pas de temps, le compteur de défaut est donc incrémenté une seule fois à la fin de chaque diagnostic NOK.|
CLUSWTDIAG_vidCps_switch_mal_cpt|A|();|FCT2.2|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Le calcul réalisé ici est l’incrémentation du compteur de défaut "Cps_switch_mal_utilise_cpt".|
CLUSWTDIAG_vidDgoCoh_CluSt|C|();|FCT2.1|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Cette fonction gère la detection d'une panne du capteur d'embrayage|
CLUSWTDIAG_vidDiagCoh|A|();|FCT1.6|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Cette fonction gère d’une part la génération des variables Ext_bDgoCoh_CluSt et Ext_bMonRunCoh_CluSt et d’autre part le compteur d’embrayage mal utilisé.|
CLUSWTDIAG_vidDiagCohMonitoring|B|();|FCT1.4|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Le stateflow permet de gérer les phases du diagnostic de cohérence d’état, notamment le déclenchement des temporisations à l’initialisation et lorsque le diagnostic est activé.|
CLUSWTDIAG_vidDiagStuck|A|();|FCT1.8|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Cette fonction gère gère la génération des variables Ext_bDgoStuck_CluSt et Ext_bMonRunStuck_CluSt.|
CLUSWTDIAG_vidDiagStuck_CluSt|C|();|FCT2.3|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Cette fonction gère la génération des variables Ext_bDgoStuck_CluSt et Ext_bMonRunStuck_CluSt.|
CLUSWTDIAG_vidDiagStuckAcvn|A|();|FCT2.6|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Fonction de production de Clu_bDiagStuckCtrAcvn|
CLUSWTDIAG_vidDiagStuckDft|A|();|FCT2.8|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Fonction de production de Clu_bDgoStuck_CluSt.|
CLUSWTDIAG_vidDiagStuckInitTempo|A|();|FCT2.7|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Fonction d'initialisation de Cps_emb_tempo.|
CLUSWTDIAG_vidEventFlagOn|A|();|FCT1.3|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Cette fonction est appelée aux évenememnts Clu_EveKOn_CluSwtDiag Clu_EveCrTR_CluSwtDiag, elle sert à mettre la variable CLUSWTDIAG_bAllowCohRunnigToInit à 1 pour autoriser la transaction de l'automate.|
CLUSWTDIAG_vidInit|A|();|FCT1.1|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Initialisation des variables au reset de l’ECU (Clu_EveRst_CluSwtDiag).|
CLUSWTDIAG_vidInitDiagStuck|A|();|FCT1.5|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Cette fonction gère l’initialisation des variables après un Key OFF/ON.|
CLUSWTDIAG_vidInitOutput|A|();|FCT1.2|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Initialisation des variables internes.|
CLUSWTDIAG_vidStateCluInit|A|();|FCT1.10|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Fonction de transition à l'état CLU_INIT de l'automate.|
CLUSWTDIAG_vidTempo|A|();|FCT1.9|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Cette fonction gère la temporisation d’autorisation du diagnostic du capteur embrayage, appelée à récurrence temporelle lente|
CLUSWTDIAG_vidTempoCoh|A|();|FCT2.4|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Calcul de la temporisation du diagnostic de cohérence, lorsque l’indicateur télécodé de présence du capteur d’embrayage est à la valeur 1.|
CLUSWTDIAG_vidTempoStuck|A|();|FCT2.5|CLUSWTDIAG|0|V02 NT 08 04680||||0|0|0|0|Calcul de la temporisation du diagnostic de plausibilité temporel, lorsque l’indicateur télécodé de présence du capteur d’embrayage est à la valeur 1.|
CMDDIO_DT_vidCmdDio_CTP1|A|();|FCT1.1|CMDDIO_DT|0|PTS_DOC_6913275||||0|0|0|0|The activation command of the CTP1 additional heater is sent to the the basic layer using a DIOHAL API.|
CMDDIO_DT_vidCmdDio_CTP2|A|();|FCT1.2|CMDDIO_DT|0|PTS_DOC_6913275||||0|0|0|0|The activation command of the CTP2 additional heater is sent to the the basic layer using a DIOHAL API.|
CMDPWM_vidCmd_tpac|A|();|FCT1.9|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Function reponsable de la commande du throttle.
CMDPWM_vidCmdPwmCoFan|A|();|FCT1.7|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Valeur récupérée de la fréquence ainsi que la valeur d'init de la commande CMD_GMV1 envoyé au BSW.
CMDPWM_vidCmdPwmCstr|A|();|FCT1.1|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Fréquence du signal pwm ainsi que la consigne RCO de commande de l'électrovanne de la purge canister envoyé au BSW.
CMDPWM_vidCmdPwmECTCmd|A|();|FCT1.8|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Fréquence du signal RCO de commande du thermostat envoyé au BSW.
CMDPWM_vidCmdPwmPropFuPmp|A|();|FCT1.2|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Signal de commande de la pompe proportionnelle envoyé au BSW.
CMDPWM_vidCmdPwmVlvActEx|A|();|FCT1.3|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Acquisition de la valeur du signal RCO appliqué à la commande VVT échappement et envoyé au BSW.
CMDPWM_vidCmdPwmVlvActIn|A|();|FCT1.4|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Valeur du signal RCO appliqué à la commande VVT admission et envoyé au BSW.
CMDPWM_vidDriverInh|A|();|FCT2.1|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Ce bloc décrit l’activation et la désactivation par le LDA du composant LDB qui pilote le Hbridge HBHAL.
CMDPWM_vidF00_Init_CmdPwmECTCmd|A|();|FCT2.2|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Initialisation de la valeur de la fréquence du signal RCO de commande du thermostat envoyé au BSW.
CMDPWM_vidF00_Init_CmdPwmThrCmd|A|();|FCT2.3|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Initialisation du throttle.
CMDPWM_vidF00_Init_CmdPwmVlvAct|A|();|FCT1.6|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Fréquence du signal RCO de commande VVT admission et échappement envoyé au BSW.
CMDPWM_vidF00InitCmdPwmPropFuPmP|A|();|FCT1.5|CMDPWM|0|PTS_DOC_6669891||||0|0|0|0|Valeur récupérée de la fréquence ainsi que la valeur d'init de la commande de la pompe proportionnelle envoyé au BSW.
